"","rcid","session","date","unres","me","nu","di","hr","co","ec"
"1214",2556,38,1983-12-07,"R/38/183J",0,1,1,0,0,0
"1215",2557,38,1983-12-07,"R/38/183L",0,0,1,0,0,0
"1216",2558,38,1983-12-07,"R/38/183M",0,1,1,0,0,0
"1217",2559,38,1983-12-07,"R/38/183N",0,1,1,0,0,0
"1218",2560,38,1983-12-07,"R/38/183P",0,0,0,0,0,0
"1219",2561,38,1983-12-07,"R/38/184B",0,0,0,0,0,0
"1220",2562,38,1983-12-07,"R/38/187A",0,0,1,0,0,0
"1221",2563,38,1983-12-07,"R/38/187C",0,0,1,0,0,0
"1222",2564,38,1983-12-07,"R/38/188A",0,0,1,0,0,0
"1223",2565,38,1983-12-07,"R/38/188C",0,1,0,0,0,0
"1224",2566,38,1983-12-07,"R/38/188E",0,1,1,0,0,0
"1225",2567,38,1983-12-07,"R/38/188F",0,0,1,0,0,0
"1226",2568,38,1983-12-07,"R/38/188G",0,1,1,0,0,0
"1227",2569,38,1983-12-07,"R/38/188H",0,0,1,0,0,0
"1228",2570,38,1983-12-07,"R/38/188I",0,1,0,0,0,0
"1229",2571,38,1983-12-07,"R/38/188J",0,0,1,0,0,0
"1230",2572,38,1983-12-07,"R/38/190",0,0,1,0,0,0
"1231",2573,38,1983-12-07,"R/38/191",0,0,0,0,0,0
"1232",2574,38,1983-12-02,"R/38/79A",1,0,0,0,0,0
"1233",2575,38,1983-12-02,"R/38/79B",1,0,0,1,1,0
"1234",2576,38,1983-12-02,"R/38/79C",1,0,0,0,0,0
"1235",2577,38,1983-12-02,"R/38/79D",1,0,0,1,1,0
"1236",2578,38,1983-12-02,"R/38/79E",1,0,0,0,0,0
"1237",2579,38,1983-12-02,"R/38/79F",1,0,0,0,0,0
"1238",2580,38,1983-12-02,"R/38/79G",1,0,0,0,1,0
"1239",2581,38,1983-12-02,"R/38/79H",1,0,0,0,0,0
"1240",2582,38,1983-12-02,"R/38/80",0,0,0,0,0,0
"1241",2583,38,1983-12-02,"R/38/81",0,0,0,0,0,0
"1242",2584,38,1983-12-02,"R/38/82B",0,0,0,0,0,0
"1243",2585,38,1983-12-02,"R/38/83A",1,0,0,0,0,0
"1244",2586,38,1983-12-02,"R/38/83D",1,0,0,0,0,0
"1245",2587,38,1983-12-02,"R/38/83E",1,0,0,0,0,0
"1246",2588,38,1983-12-02,"R/38/83F",1,0,0,0,0,0
"1247",2589,38,1983-12-02,"R/38/83G",1,0,0,0,1,0
"1248",2590,38,1983-12-02,"R/38/83H",1,0,0,0,0,0
"1249",2591,38,1983-12-02,"R/38/83I",1,0,0,0,0,0
"1250",2592,38,1983-12-02,"R/38/83J",1,0,0,0,0,0
"1251",2593,38,1983-12-02,"R/38/83K",1,0,0,0,1,0
"1252",2594,38,1983-12-02,"R/38/85",1,0,0,0,0,0
"1253",2595,38,1983-12-06,"R/38/144",1,0,0,0,1,1
"1254",2596,38,1983-12-06,"R/38/145",1,0,0,0,0,0
"1255",2597,38,1983-12-06,"R/38/150",0,0,0,0,0,0
"1256",2598,38,1983-12-06,"R/38/154",0,0,0,0,0,0
"1257",2599,38,1983-12-06,"R/38/162",0,0,0,0,0,0
"1258",2600,38,1983-12-06,"R/38/166",1,0,0,0,1,0
"1259",2601,38,1983-12-06,"R/38/174",0,0,0,0,0,1
"1260",2602,38,1983-12-06,"R/38/177",0,0,0,0,0,0
"1261",2603,38,1983-12-07,"R/38/196",0,0,0,0,0,1
"1262",2604,38,1983-12-07,"R/38/197",0,0,0,0,0,1
"1263",2605,38,1983-12-07,"R/38/202",0,0,0,0,0,1
"1264",2606,38,1983-11-05,"R/38/17",1,0,0,0,1,0
"1265",2607,38,1983-11-05,"R/38/19",0,0,0,1,0,0
"1266",2608,38,1983-11-05,"R/38/25",0,0,0,0,1,0
"1267",2609,38,1983-12-03,"R/38/100",0,0,0,1,0,0
"1268",2610,38,1983-12-03,"R/38/101",0,0,0,1,0,0
"1269",2611,38,1983-12-03,"R/38/102",0,0,0,1,0,0
"1270",2612,38,1983-12-03,"R/38/107",0,0,0,0,0,0
"1271",2613,38,1983-12-03,"R/38/108",0,0,0,1,0,0
"1272",2614,38,1983-12-03,"R/38/112",0,0,0,0,0,0
"1273",2615,38,1983-12-03,"R/38/113",0,0,0,1,0,0
"1274",2616,38,1983-12-03,"R/38/124",0,0,0,1,0,0
"1275",2617,38,1983-12-01,"R/38/49",0,0,0,0,1,0
"1276",2618,38,1983-12-01,"R/38/50",0,1,0,1,1,0
"1277",2619,38,1983-12-01,"R/38/51",0,0,0,0,1,0
"1278",2620,38,1983-12-03,"R/38/35A",0,0,0,0,0,0
"1279",2621,38,1983-12-03,"R/38/35B",0,0,0,0,0,0
"1280",2622,38,1983-12-06,"R/38/38",1,0,0,0,0,0
"1281",2623,38,1983-12-07,"R/38/226",0,0,0,0,0,0
"1282",2624,38,1983-12-07,"R/38/228A",0,0,0,0,0,0
"1283",2625,38,1983-12-07,"R/38/232",0,0,0,0,0,0
"1284",2626,38,1983-12-07,"R/38/233",0,0,0,0,0,0
"1285",2627,38,1983-12-07,"R/38/234/XII",0,0,0,0,0,0
"1286",2628,38,1983-12-07,"R/38/235",0,0,0,0,0,0
"1287",2629,38,1983-12-07,"R/38/236A",0,0,0,0,0,0
"1288",2630,38,1983-12-07,"R/38/236C",0,0,0,0,0,0
"1289",2631,38,1983-12-07,"R/38/237",0,0,0,0,0,0
"1290",2632,38,1983-12-07,"R/38/238",0,0,0,0,0,0
"1291",2633,38,1983-12-07,"R/38/239",0,0,0,0,0,0
"1292",2634,38,1983-12-06,"R/38/128",0,0,0,0,0,0
"1293",2635,38,1983-12-06,"R/38/132",0,0,0,0,0,0
"1294",2636,38,1983-12-06,"R/38/133",0,0,0,0,0,0
"1295",2637,38,1983-12-01,"R/38/416",0,0,0,0,1,0
"1296",2638,38,1983-12-01,"R/38/419",0,0,0,0,1,0
"1297",2639,38,1983-12-07,"R/38/451",0,0,0,0,0,0
"1298",2791,40,1985-10-06,"R/40/5",0,0,0,0,0,0
"1299",2792,40,1985-11-06,"R/40/6",1,1,1,0,0,0
"1300",2793,40,1985-11-03,"R/40/7",0,0,0,0,0,0
"1301",2794,40,1985-11-02,"R/40/11",0,0,0,1,0,0
"1302",2795,40,1985-11-04,"R/40/12",0,0,0,0,0,0
"1303",2796,40,1985-11-02,"R/40/18",0,0,1,0,0,0
"1304",2797,40,1985-11-05,"R/40/19",0,0,0,0,0,0
"1305",2798,40,1985-11-04,"R/40/21",0,0,0,0,0,0
"1306",2799,40,1985-11-06,"R/40/23",0,0,0,0,0,1
"1307",2800,40,1985-11-06,"R/40/25",0,0,0,1,1,0
"1308",2801,40,1985-11-06,"R/40/27",0,0,0,1,0,0
"1309",2802,40,1985-11-06,"R/40/28",0,0,0,1,0,0
"1310",2803,40,1985-12-02,"R/40/50",0,0,0,0,0,0
"1311",2804,40,1985-12-02,"R/40/51",0,0,0,0,1,0
"1312",2805,40,1985-12-02,"R/40/52",0,0,0,0,1,1
"1313",2806,40,1985-12-02,"R/40/53",0,0,0,0,1,0
"1314",2807,40,1985-12-02,"R/40/56",0,0,0,0,1,0
"1315",2808,40,1985-12-02,"R/40/57",0,0,0,0,1,0
"1316",2809,40,1985-12-02,"R/40/58",0,0,0,0,0,0
"1317",2810,40,1985-12-02,"R/40/59A",0,0,0,0,0,0
"1318",2811,40,1985-12-02,"R/40/59B",0,0,0,0,0,0
"1319",2812,40,1985-12-02,"R/40/62",0,0,0,0,1,0
"1320",2813,40,1985-12-03,"R/40/63",0,0,0,0,0,0
"1321",2814,40,1985-12-03,"R/40/64A",0,0,0,0,0,0
"1322",2815,40,1985-12-03,"R/40/64B",0,0,0,0,1,0
"1323",2816,40,1985-12-03,"R/40/64C",0,0,0,0,0,0
"1324",2817,40,1985-12-03,"R/40/64D",0,0,0,1,0,0
"1325",2818,40,1985-12-03,"R/40/64E",1,1,0,0,0,1
"1326",2819,40,1985-12-03,"R/40/64F",0,0,0,1,0,0
"1327",2820,40,1985-12-03,"R/40/64G",0,0,0,1,0,0
"1328",2821,40,1985-12-03,"R/40/64I",0,0,0,1,0,0
"1329",2822,40,1985-12-04,"R/40/67",0,0,0,0,0,1
"1330",2823,40,1985-12-04,"R/40/69",0,0,0,0,0,0
"1331",2824,40,1985-12-04,"R/40/70",0,0,0,0,0,0
"1332",2825,40,1985-12-05,"R/40/79",0,1,1,0,0,0
"1333",2826,40,1985-12-05,"R/40/80A",0,1,0,0,0,0
"1334",2827,40,1985-12-05,"R/40/80B",0,1,0,0,0,0
"1335",2828,40,1985-12-05,"R/40/81",0,1,0,0,0,0
"1336",2829,40,1985-12-05,"R/40/83",0,1,1,0,0,0
"1337",2830,40,1985-12-05,"R/40/85",0,1,0,0,0,0
"1338",2831,40,1985-12-05,"R/40/86",0,1,0,0,0,0
"1339",2832,40,1985-12-05,"R/40/87",0,0,1,0,0,0
"1340",2833,40,1985-12-05,"R/40/88",0,1,0,0,0,0
"1341",2834,40,1985-12-05,"R/40/89A",0,1,1,0,0,0
"1342",2835,40,1985-12-05,"R/40/89B",0,1,1,0,0,0
"1343",2836,40,1985-12-05,"R/40/90",0,0,1,0,0,1
"1344",2837,40,1985-12-05,"R/40/91B",0,0,1,0,0,0
"1345",2838,40,1985-12-05,"R/40/92A",0,0,1,0,0,0
"1346",2839,40,1985-12-05,"R/40/92C",0,0,1,0,0,0
"1347",2840,40,1985-12-05,"R/40/93",1,1,1,0,0,0
"1348",2841,40,1985-12-05,"R/40/94A",0,0,1,0,0,0
"1349",2842,40,1985-12-05,"R/40/94F",0,0,1,0,0,0
"1350",2843,40,1985-12-05,"R/40/94G",0,1,0,0,0,0
"1351",2844,40,1985-12-05,"R/40/94H",0,1,1,0,0,0
"1352",2845,40,1985-12-05,"R/40/94I",0,0,1,0,0,0
"1353",2846,40,1985-12-05,"R/40/94K",0,0,1,0,0,0
"1354",2847,40,1985-12-05,"R/40/94L",0,0,1,0,0,0
"1355",2848,40,1985-12-05,"R/40/94M",0,1,1,0,0,0
"1356",2849,40,1985-12-05,"R/40/94N",0,0,1,0,0,0
"1357",2850,40,1985-12-05,"R/40/96A",1,0,0,1,0,0
"1358",2851,40,1985-12-05,"R/40/96B",1,0,0,1,0,0
"1359",2852,40,1985-12-05,"R/40/96C",1,0,0,0,0,0
"1360",2853,40,1985-12-05,"R/40/96D",1,0,0,0,0,0
"1361",2854,40,1985-12-06,"R/40/97A",0,0,0,0,1,0
"1362",2855,40,1985-12-06,"R/40/97B",0,0,0,0,0,0
"1363",2856,40,1985-12-06,"R/40/97C",0,0,0,0,0,0
"1364",2857,40,1985-12-06,"R/40/97D",0,0,0,0,0,0
"1365",2858,40,1985-12-06,"R/40/97E",0,0,0,0,0,0
"1366",2859,40,1985-12-06,"R/40/97F",0,0,0,0,0,0
"1367",2860,40,1985-12-06,"R/40/100",0,0,0,0,0,1
"1368",2861,40,1985-12-06,"R/40/111",0,0,0,1,0,1
"1369",2862,40,1985-12-06,"R/40/112",0,0,0,1,0,1
"1370",2863,40,1985-12-06,"R/40/114",0,0,0,1,0,1
"1371",2864,40,1985-12-06,"R/40/124",0,0,0,1,0,0
"1372",2865,40,1985-12-06,"R/40/137",0,0,0,1,0,0
"1373",2866,40,1985-12-06,"R/40/139",0,0,0,1,0,0
"1374",2867,40,1985-12-06,"R/40/140",0,0,0,1,0,0
"1375",2868,40,1985-12-06,"R/40/141",0,0,0,1,0,0
"1376",2869,40,1985-12-06,"R/40/145",0,0,0,1,0,0
"1377",2870,40,1985-12-06,"R/40/148",0,0,0,0,0,0
"1378",2871,40,1985-12-02,"R/40/150",0,0,1,0,0,1
"1379",2872,40,1985-12-02,"R/40/151A",0,0,1,0,0,0
"1380",2873,40,1985-12-02,"R/40/151B",0,0,1,0,0,0
"1381",2874,40,1985-12-02,"R/40/151C",0,1,1,0,0,0
"1382",2875,40,1985-12-02,"R/40/151D",0,0,1,0,0,0
"1383",2876,40,1985-12-02,"R/40/151E",0,1,1,0,0,0
"1384",2877,40,1985-12-02,"R/40/151F",0,1,0,0,0,0
"1385",2878,40,1985-12-02,"R/40/151H",0,0,1,0,0,0
"1386",2879,40,1985-12-02,"R/40/152A",0,1,1,0,0,0
"1387",2880,40,1985-12-02,"R/40/152B",0,1,1,0,0,0
"1388",2881,40,1985-12-02,"R/40/152C",0,1,1,0,0,0
"1389",2882,40,1985-12-02,"R/40/152E",0,0,1,0,0,0
"1390",2883,40,1985-12-02,"R/40/152G",0,1,0,0,0,0
"1391",2884,40,1985-12-02,"R/40/152H",0,1,1,0,0,0
"1392",2885,40,1985-12-02,"R/40/152I",0,0,1,0,0,0
"1393",2886,40,1985-12-02,"R/40/152J",0,0,1,0,0,0
"1394",2887,40,1985-12-02,"R/40/152M",0,0,1,0,0,0
"1395",2888,40,1985-12-02,"R/40/152N",0,0,1,0,0,0
"1396",2889,40,1985-12-02,"R/40/152P",0,1,1,0,0,0
"1397",2890,40,1985-12-02,"R/40/152Q",0,1,0,0,0,0
"1398",2891,40,1985-12-02,"R/40/156A",0,0,0,0,0,0
"1399",2892,40,1985-12-02,"R/40/156B",0,0,0,0,0,1
"1400",2893,40,1985-12-02,"R/40/156C",0,0,0,0,0,0
"1401",2894,40,1985-12-02,"R/40/158",0,0,0,0,0,0
"1402",2895,40,1985-12-02,"R/40/159",0,0,0,0,0,0
"1403",2896,40,1985-12-02,"R/40/161A",1,0,0,0,0,0
"1404",2897,40,1985-12-02,"R/40/161B",1,0,0,1,0,0
"1405",2898,40,1985-12-02,"R/40/161C",1,0,0,0,0,0
"1406",2899,40,1985-12-02,"R/40/161D",1,0,0,1,1,0
"1407",2900,40,1985-12-02,"R/40/161E",1,0,0,0,0,0
"1408",2901,40,1985-12-02,"R/40/161F",1,0,0,0,0,0
"1409",2902,40,1985-12-02,"R/40/161G",1,0,0,0,0,0
"1410",2903,40,1985-12-02,"R/40/164A",0,0,0,0,0,0
"1411",2904,40,1985-12-02,"R/40/164B",0,0,0,0,0,0
"1412",2905,40,1985-12-02,"R/40/165A",1,0,0,0,0,0
"1413",2906,40,1985-12-02,"R/40/165D",1,0,0,0,0,0
"1414",2907,40,1985-12-02,"R/40/165E",1,0,0,0,0,0
"1415",2908,40,1985-12-02,"R/40/165F",1,0,0,0,0,0
"1416",2909,40,1985-12-02,"R/40/165G",1,0,0,0,0,0
"1417",2910,40,1985-12-02,"R/40/165H",1,0,0,0,0,0
"1418",2911,40,1985-12-02,"R/40/165I",1,0,0,0,0,0
"1419",2912,40,1985-12-02,"R/40/165J",1,0,0,0,0,0
"1420",2913,40,1985-12-02,"R/40/165K",1,0,0,0,0,0
"1421",2914,40,1985-12-02,"R/40/167",1,0,0,0,0,0
"1422",2915,40,1985-12-02,"R/40/168A",1,0,0,0,0,0
"1423",2916,40,1985-12-02,"R/40/168B",1,0,0,0,1,0
"1424",2917,40,1985-12-02,"R/40/168C",1,0,0,0,0,0
"1425",2918,40,1985-12-03,"R/40/169",1,0,0,0,0,1
"1426",2919,40,1985-12-03,"R/40/170",1,0,0,0,0,1
"1427",2920,40,1985-12-03,"R/40/173",0,0,0,0,0,1
"1428",2921,40,1985-12-03,"R/40/182",0,0,0,0,0,1
"1429",2922,40,1985-12-03,"R/40/183",0,0,0,0,0,1
"1430",2923,40,1985-12-03,"R/40/185",0,0,0,0,0,1
"1431",2924,40,1985-12-03,"R/40/188",0,0,0,0,0,1
"1432",2925,40,1985-12-03,"R/40/191",0,0,0,0,0,0
"1433",2926,40,1985-12-03,"R/40/197",0,0,0,0,0,0
"1434",2927,40,1985-12-03,"R/40/200",0,0,0,0,0,0
"1435",2928,40,1985-12-03,"R/40/201",1,0,0,0,0,0
"1436",2929,40,1985-12-03,"R/40/207",0,0,0,0,0,1
"1437",2930,40,1985-12-04,"R/40/239",0,0,0,0,0,0
"1438",2931,40,1985-12-04,"R/40/241B",0,0,0,0,0,0
"1439",2932,40,1985-12-04,"R/40/243I",0,0,0,0,0,0
"1440",2933,40,1985-12-04,"R/40/246A",1,0,0,0,0,0
"1441",2934,40,1985-12-04,"R/40/246B",1,0,0,0,0,0
"1442",2935,40,1985-12-04,"R/40/247",0,0,0,0,0,0
"1443",2936,40,1985-12-04,"R/40/248",0,0,0,0,0,0
"1444",2937,40,1985-12-04,"R/40/252",0,0,0,0,0,0
"1445",2938,40,1985-12-04,"R/40/253A",0,0,0,0,0,0
"1446",2939,40,1985-12-04,"R/40/253B",0,0,0,0,0,0
"1447",2940,40,1985-12-04,"R/40/253C",0,0,0,0,0,0
"1448",2941,40,1985-12-04,"R/40/254",0,0,0,0,0,0
"1449",2942,40,1985-12-04,"R/40/255",0,0,0,0,0,0
"1450",2943,40,1985-12-04,"R/40/257A",0,0,0,0,0,0
"1451",2944,40,1985-12-04,"R/40/257B",0,0,0,0,0,0
"1452",2945,40,1985-12-04,"R/40/257C",0,0,0,0,0,0
"1453",3102,42,1987-10-04,"R/42/3",0,0,0,0,0,0
"1454",3103,42,1987-10-05,"R/42/5",0,0,0,0,0,0
"1455",3104,42,1987-10-05,"R/42/7",0,0,0,0,0,0
"1456",3105,42,1987-11-06,"R/42/14A",0,0,0,0,1,0
"1457",3106,42,1987-11-06,"R/42/14B",0,0,0,0,0,0
"1458",3107,42,1987-11-06,"R/42/14C",0,0,0,0,0,0
"1459",3108,42,1987-11-06,"R/42/14D",0,0,0,0,0,0
"1460",3109,42,1987-11-06,"R/42/14E",0,0,0,0,0,0
"1461",3110,42,1987-11-03,"R/42/15",0,0,0,0,0,0
"1462",3111,42,1987-11-03,"R/42/16",0,0,0,0,0,0
"1463",3112,42,1987-11-04,"R/42/17",0,0,0,0,1,0
"1464",3113,42,1987-11-05,"R/42/18",0,0,0,0,0,0
"1465",3114,42,1987-11-03,"R/42/19",0,0,0,0,0,0
"1466",3115,42,1987-11-04,"R/42/20",0,0,0,0,0,0
"1467",3116,42,1987-11-06,"R/42/23A",0,0,0,0,1,0
"1468",3117,42,1987-11-06,"R/42/23B",0,0,0,0,0,0
"1469",3118,42,1987-11-06,"R/42/23C",0,0,0,0,0,0
"1470",3119,42,1987-11-06,"R/42/23D",1,1,0,0,0,1
"1471",3120,42,1987-11-06,"R/42/23E",0,0,0,0,0,0
"1472",3121,42,1987-11-06,"R/42/23F",0,0,0,0,0,0
"1473",3122,42,1987-11-06,"R/42/23G",0,0,0,1,0,0
"1474",3123,42,1987-11-02,"R/42/25",0,1,1,0,0,0
"1475",3124,42,1987-11-02,"R/42/26A",0,1,0,0,0,0
"1476",3125,42,1987-11-02,"R/42/26B",0,1,0,0,0,0
"1477",3126,42,1987-11-02,"R/42/27",0,1,0,0,0,0
"1478",3127,42,1987-11-02,"R/42/29",0,1,1,0,0,0
"1479",3128,42,1987-11-02,"R/42/31",0,1,0,0,0,0
"1480",3129,42,1987-11-02,"R/42/32",0,1,0,0,0,0
"1481",3130,42,1987-11-02,"R/42/33",0,0,1,0,0,0
"1482",3131,42,1987-11-02,"R/42/34A",0,1,1,0,0,0
"1483",3132,42,1987-11-02,"R/42/34B",0,1,1,0,0,0
"1484",3133,42,1987-11-02,"R/42/35",0,0,1,0,0,1
"1485",3134,42,1987-11-02,"R/42/38A",0,0,1,0,0,0
"1486",3135,42,1987-11-02,"R/42/38C",0,1,0,0,0,0
"1487",3136,42,1987-11-02,"R/42/38D",0,1,1,0,0,0
"1488",3137,42,1987-11-02,"R/42/38F",0,0,1,0,0,1
"1489",3138,42,1987-11-02,"R/42/38I",0,0,0,0,0,0
"1490",3139,42,1987-11-02,"R/42/38J",0,0,1,0,0,0
"1491",3140,42,1987-11-02,"R/42/38K",0,0,1,0,0,0
"1492",3141,42,1987-11-02,"R/42/38L",0,1,0,0,0,0
"1493",3142,42,1987-11-02,"R/42/38N",0,0,1,0,0,0
"1494",3143,42,1987-11-02,"R/42/39A",0,0,1,0,0,0
"1495",3144,42,1987-11-02,"R/42/39B",0,1,1,0,0,0
"1496",3145,42,1987-11-02,"R/42/39C",0,1,0,0,0,0
"1497",3146,42,1987-11-02,"R/42/39G",0,0,1,0,0,0
"1498",3147,42,1987-11-02,"R/42/39H",0,1,1,0,0,0
"1499",3148,42,1987-11-02,"R/42/39I",0,0,1,0,0,0
"1500",3149,42,1987-11-02,"R/42/42A",0,1,1,0,0,0
"1501",3150,42,1987-11-02,"R/42/42B",0,0,1,0,0,0
"1502",3151,42,1987-11-02,"R/42/42C",0,1,1,0,0,0
"1503",3152,42,1987-11-02,"R/42/42D",0,1,0,0,0,0
"1504",3153,42,1987-11-02,"R/42/42E",0,0,1,0,0,0
"1505",3154,42,1987-11-02,"R/42/42H",0,0,1,0,0,0
"1506",3155,42,1987-11-02,"R/42/42K",0,0,1,0,0,0
"1507",3156,42,1987-11-02,"R/42/42L",0,0,1,0,0,0
"1508",3157,42,1987-11-02,"R/42/42M",0,0,1,0,0,0
"1509",3158,42,1987-11-02,"R/42/42N",0,0,0,0,0,0
"1510",3159,42,1987-11-02,"R/42/44",1,1,1,0,0,0
"1511",3160,42,1987-11-02,"R/42/46A",0,0,0,0,0,0
"1512",3161,42,1987-11-02,"R/42/46B",0,0,0,0,0,0
"1513",3162,42,1987-11-02,"R/42/50",0,0,0,0,0,1
"1514",3163,42,1987-11-02,"R/42/52",0,0,0,1,0,0
"1515",3164,42,1987-11-02,"R/42/56",0,0,0,1,0,0
"1516",3165,42,1987-12-04,"R/42/66A",1,0,0,1,0,0
"1517",3166,42,1987-12-04,"R/42/66B",1,0,0,1,0,0
"1518",3167,42,1987-12-04,"R/42/66C",1,0,0,0,0,0
"1519",3168,42,1987-12-04,"R/42/66D",1,0,0,0,0,0
"1520",3169,42,1987-12-04,"R/42/69A",1,0,0,0,0,0
"1521",3170,42,1987-12-04,"R/42/69D",1,0,0,0,0,0
"1522",3171,42,1987-12-04,"R/42/69E",1,0,0,0,0,0
"1523",3172,42,1987-12-04,"R/42/69F",1,0,0,0,0,0
"1524",3173,42,1987-12-04,"R/42/69G",1,0,0,0,0,0
"1525",3174,42,1987-12-04,"R/42/69H",1,0,0,0,0,0
"1526",3175,42,1987-12-04,"R/42/69I",1,0,0,0,0,0
"1527",3176,42,1987-12-04,"R/42/69J",1,0,0,0,0,0
"1528",3177,42,1987-12-04,"R/42/69K",1,0,0,0,0,0
"1529",3178,42,1987-12-05,"R/42/70/A",0,0,0,0,0,0
"1530",3179,42,1987-12-05,"R/42/70/B",0,0,0,0,0,0
"1531",3180,42,1987-12-06,"R/42/71",0,0,0,0,1,0
"1532",3181,42,1987-12-06,"R/42/72",0,0,0,0,1,0
"1533",3182,42,1987-12-06,"R/42/73",0,0,0,0,1,0
"1534",3183,42,1987-12-06,"R/42/74",0,0,0,0,1,1
"1535",3184,42,1987-12-06,"R/42/75",0,0,0,0,1,0
"1536",3185,42,1987-12-06,"R/42/78",0,0,0,0,0,0
"1537",3186,42,1987-12-06,"R/42/79",0,0,0,0,0,0
"1538",3187,42,1987-12-02,"R/42/91",0,0,0,0,0,0
"1539",3188,42,1987-12-02,"R/42/92",0,0,0,0,0,0
"1540",3189,42,1987-12-02,"R/42/93",0,0,0,0,0,0
"1541",3190,42,1987-12-02,"R/42/95",0,0,0,1,1,0
"1542",3191,42,1987-12-02,"R/42/96",0,0,0,1,0,0
"1543",3192,42,1987-12-02,"R/42/99",0,0,0,1,0,1
"1544",3193,42,1987-12-02,"R/42/100",0,0,0,1,0,1
"1545",3194,42,1987-12-02,"R/42/101",0,0,0,1,0,0
"1546",3195,42,1987-12-02,"R/42/102",0,0,0,1,0,1
"1547",3196,42,1987-12-02,"R/42/115",0,0,0,1,0,0
"1548",3197,42,1987-12-02,"R/42/119",0,0,0,1,0,0
"1549",3198,42,1987-12-02,"R/42/134",0,1,0,0,0,0
"1550",3199,42,1987-12-02,"R/42/135",0,0,0,1,0,0
"1551",3200,42,1987-12-02,"R/42/136",0,0,0,1,0,0
"1552",3201,42,1987-12-02,"R/42/139",0,0,0,0,0,0
"1553",3202,42,1987-12-02,"R/42/140",0,0,0,1,0,1
"1554",3203,42,1987-12-02,"R/42/145",0,0,0,0,0,1
"1555",3204,42,1987-12-02,"R/42/146",0,0,0,1,0,0
"1556",3205,42,1987-12-02,"R/42/147",0,0,0,1,0,0
"1557",3206,42,1987-12-02,"R/42/149",0,0,0,0,0,1
"1558",3207,42,1987-12-02,"R/42/150",0,0,0,0,0,0
"1559",3208,42,1987-12-02,"R/42/151",0,0,0,1,0,0
"1560",3209,42,1987-12-02,"R/42/153",0,0,0,0,0,0
"1561",3210,42,1987-12-02,"R/42/158",0,0,0,0,0,1
"1562",3211,42,1987-12-02,"R/42/159",0,0,0,0,0,0
"1563",3212,42,1987-12-03,"R/42/160A",1,0,0,0,0,0
"1564",3213,42,1987-12-03,"R/42/160B",1,0,0,1,0,0
"1565",3214,42,1987-12-03,"R/42/160C",1,0,0,0,1,0
"1566",3215,42,1987-12-03,"R/42/160D",1,0,0,1,1,0
"1567",3216,42,1987-12-03,"R/42/160E",1,0,0,0,0,0
"1568",3217,42,1987-12-03,"R/42/160F",1,0,0,0,0,0
"1569",3218,42,1987-12-03,"R/42/160G",1,0,0,0,0,0
"1570",3219,42,1987-12-03,"R/42/162A",0,0,0,0,0,0
"1571",3220,42,1987-12-03,"R/42/162B",0,0,0,0,0,0
"1572",3221,42,1987-12-06,"R/42/165",0,0,0,0,0,1
"1573",3222,42,1987-12-06,"R/42/166",1,0,0,0,0,1
"1574",3223,42,1987-12-06,"R/42/173",0,0,0,0,0,1
"1575",3224,42,1987-12-06,"R/42/174",0,0,0,0,0,1
"1576",3225,42,1987-12-06,"R/42/176",0,0,0,0,0,1
"1577",3226,42,1987-12-06,"R/42/184",0,0,0,0,0,0
"1578",3227,42,1987-12-06,"R/42/190",1,0,0,0,0,0
"1579",3228,42,1987-12-06,"R/42/198",0,0,0,0,0,1
"1580",3229,42,1987-12-06,"R/42/199",1,0,0,0,0,1
"1581",3230,42,1987-12-06,"R/42/200",0,0,0,0,0,1
"1582",3231,42,1987-12-06,"R/42/201",0,0,0,0,0,1
"1583",3232,42,1987-12-06,"R/42/202",0,0,0,0,0,0
"1584",3233,42,1987-12-06,"R/42/203",0,0,0,0,0,0
"1585",3234,42,1987-12-06,"R/42/204",0,0,0,0,0,1
"1586",3235,42,1987-12-06,"R/42/205",0,0,0,0,0,0
"1587",3236,42,1987-12-06,"R/42/209/A",1,0,0,0,0,0
"1588",3237,42,1987-12-06,"R/42/209/B",1,0,0,0,0,0
"1589",3238,42,1987-12-06,"R/42/209/C",1,0,0,0,0,0
"1590",3239,42,1987-12-06,"R/42/209/D",1,0,0,0,0,0
"1591",3240,42,1987-12-05,"R/42/210B",0,0,0,0,0,0
"1592",3241,42,1987-12-02,"R/42/223",1,0,0,0,0,0
"1593",3242,42,1987-12-02,"R/42/224",0,0,0,0,0,0
"1594",3243,42,1987-12-02,"R/42/226A",0,0,0,0,0,0
"1595",3244,42,1988-03-04,"R/42/229A",0,0,0,0,0,0
"1596",3245,42,1988-03-04,"R/42/229B",0,0,0,0,0,0
"1597",3246,42,1988-03-04,"R/42/230",0,0,0,0,0,0
"1598",3247,42,1988-05-06,"R/42/232",0,0,0,0,0,0
"1599",3385,44,1989-09-05,"R/44/1",0,0,0,0,0,0
"1600",3386,44,1989-10-06,"R/44/2",1,0,0,1,0,0
"1601",3387,44,1989-10-03,"R/44/7",0,0,0,0,0,0
"1602",3388,44,1989-10-04,"R/44/9",0,0,0,0,1,0
"1603",3389,44,1989-11-02,"R/44/18",0,0,0,0,0,0
"1604",3390,44,1989-11-03,"R/44/20",0,0,0,0,0,0
"1605",3391,44,1989-11-05,"R/44/22",0,0,0,0,0,0
"1606",3392,44,1989-11-06,"R/44/24",0,0,0,0,0,1
